item;alias;description;sessionuid;road;stretchs;pk;sentido
164;MM-MAGDIF-BF14-2;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF14-2;AP7 - AUSOL I;MM-TUNEL;166+727;MA
165;MM-MAGDIF-BF14-3;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF14-3;AP7 - AUSOL I;MM-TUNEL;166+727;MA
166;MM-MAGDIF-BF15;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF15;AP7 - AUSOL I;MM-TUNEL;166+727;MA
167;MM-MAGDIF-BF19;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF19;AP7 - AUSOL I;MM-TUNEL;166+727;MA
168;MM-MAGDIF-BF20;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF20;AP7 - AUSOL I;MM-TUNEL;166+727;MA
169;MM-MAGDIF-BF21;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF21;AP7 - AUSOL I;MM-TUNEL;166+727;MA
170;MM-MAGDIF-BF22;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF22;AP7 - AUSOL I;MM-TUNEL;166+727;MA
171;MM-MAGDIF-BF23;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF23;AP7 - AUSOL I;MM-TUNEL;166+727;MA
172;MM-MAGDIF-MOVISTAR;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-MOVISTAR;AP7 - AUSOL I;MM-TUNEL;166+727;MA
173;MM-MAGDIF-BF28;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF28;AP7 - AUSOL I;MM-TUNEL;166+727;MA
174;MM-MAGDIF-BF25;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF25;AP7 - AUSOL I;MM-TUNEL;166+727;MA
175;MM-MAGDIF-DET1-LAZO;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-DET1-LAZO;AP7 - AUSOL I;MM-TUNEL;166+727;MA
176;MM-MAGDIF-METEO;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-METEO;AP7 - AUSOL I;MM-TUNEL;166+317;CA
177;MM-MAGDIF-CUADRO-CGBT;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-CUADRO-CGBT;AP7 - AUSOL I;MM-TUNEL;166+317;CA
178;MM-MAGDIF-ORANGE;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-ORANGE;AP7 - AUSOL I;MM-TUNEL;166+727;MA
180;MM-MAG-CS-CSSAI;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAG-CS-CSSAI;AP7 - AUSOL I;MM-TUNEL;166+317;CA
181;MM-INT-CS-CSSAI;I.MAG.II, 10A Curva C I.DIF.II, 25A,30 mA;MM-INT-CS-CSSAI;AP7 - AUSOL I;MM-TUNEL;166+317;CA
182;MM-MAG-CS-ITS1;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAG-CS-ITS1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
183;MM-MAG-CS-ITS2;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAG-CS-ITS2;AP7 - AUSOL I;MM-TUNEL;166+317;CA
184;MM-MAG-CSG;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAG-CSG;AP7 - AUSOL I;MM-TUNEL;166+317;CA
185;MM-INT-CS-EDIF-ITS;I.MAG.II, 10A Curva C I.DIF.II, 25A,30 mA;MM-INT-CS-EDIF-ITS;AP7 - AUSOL I;MM-TUNEL;166+317;CA
186;MM-INT-CS-EDIF-PCI;I.MAG.II, 10A Curva C I.DIF.II, 25A,30 mA;MM-INT-CS-EDIF-PCI;AP7 - AUSOL I;MM-TUNEL;166+317;CA
187;STMI-MAG-CSA-SAI;I.Autom.IV 40A Curvas B;STMI-MAG-CSA-SAI;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
188;STMI-INT-CSA-SAI;I.Autom.IV 40A Curvas B;STMI-INT-CSA-SAI;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
189;STMI-MAGDIF-AA1-SC;I.Autom.IV 40A Curvas B;STMI-MAGDIF-AA1-SC;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
190;STMI-MAGDIF-AA2-SC;I.Autom.IV 40A Curvas B;STMI-MAGDIF-AA2-SC;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
191;STMI-MAGDIF-AA6-SM;I.Autom.IV 40A Curvas B;STMI-MAGDIF-AA6-SM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
192;STMI-MAGDIF-AA7-SM;I.Autom.IV 40A Curvas B;STMI-MAGDIF-AA7-SM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
193;STMI-MAGDIF-AE5-SC;I.Autom.IV 40A Curvas B;STMI-MAGDIF-AE5-SC;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
194;STMI-MAGDIF-AE10-SM;I.Autom.IV 40A Curvas B;STMI-MAGDIF-AE10-SM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
197;STMI-MAGDIF-A11;I.Autom.IV 40A Curvas B;STMI-MAGDIF-A11;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
198;STMI-MAGDIF-A12;I.Autom.IV 40A Curvas B;STMI-MAGDIF-A12;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
199;STMI-MAGDIF-A13;I.Autom.IV 40A Curvas B;STMI-MAGDIF-A13;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
200;STMI-MAGDIF-A14;I.Autom.IV 40A Curvas B;STMI-MAGDIF-A14;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
201;STMI-MAG-CSA-RED;STMI-MAG-CSA-RED;STMI-MAG-CSA-RED;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
202;STMI-INT-CSA-RED;STMI-INT-CSA-RED;STMI-INT-CSA-RED;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
203;STMI-MAGDIF-A3-SC;STMI-MAGDIF-A3-SC;STMI-MAGDIF-A3-SC;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
204;STMI-MAGDIF-A4-SC;STMI-MAGDIF-A4-SC;STMI-MAGDIF-A4-SC;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
205;STMI-MAGDIF-A8-SM;STMI-MAGDIF-A8-SM;STMI-MAGDIF-A8-SM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
206;STMI-MAGDIF-A9-SM;STMI-MAGDIF-A9-SM;STMI-MAGDIF-A9-SM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
207;STMI-MAG-ITS1;STMI-MAG-ITS1;STMI-MAG-ITS1;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
208;STMI-INT-ITS1;STMI-INT-ITS1;STMI-INT-ITS1;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
209;STMI-MAGDIF-BF1;STMI-MAGDIF-BF1;STMI-MAGDIF-BF1;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
210;STMI-MAGDIF-BF2;STMI-MAGDIF-BF2;STMI-MAGDIF-BF2;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
211;STMI-MAGDIF-BF3;STMI-MAGDIF-BF3;STMI-MAGDIF-BF3;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
212;STMI-MAGDIF-CGBT;;STMI-MAGDIF-CGBT;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
215;STMI-MAG-ITS-E3;STMI-MAG-ITS-E3;STMI-MAG-ITS-E3;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
217;STMI-MAGDIF-BARR-SM;STMI-MAGDIF-BARR-SM;STMI-MAGDIF-BARR-SM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
218;STMI-MAGDIF-BARR-SC;STMI-MAGDIF-BARR-SC;STMI-MAGDIF-BARR-SC;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
219;STMI-MAGDIF-BF11-PMV;STMI-MAGDIF-BF11-PMV;STMI-MAGDIF-BF11-PMV;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
220;STMI-MAGDIF-BF12-PMV;STMI-MAGDIF-BF12-PMV;STMI-MAGDIF-BF12-PMV;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
221;STMI-MAGDIF-BF13-SEM;STMI-MAGDIF-BF13-SEM;STMI-MAGDIF-BF13-SEM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
222;STMI-MAGDIF-BF14-SEM;STMI-MAGDIF-BF14-SEM;STMI-MAGDIF-BF14-SEM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
223;STMI-MAGDIF-BF15;STMI-MAGDIF-BF15;STMI-MAGDIF-BF15;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
224;STMI-MAGDIF-BF17-1;STMI-MAGDIF-BF17-1;STMI-MAGDIF-BF17-1;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
225;STMI-MAGDIF-BF17-2;STMI-MAGDIF-BF17-2;STMI-MAGDIF-BF17-2;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
226;STMI-MAGDIF-BF17-3;STMI-MAGDIF-BF17-3;STMI-MAGDIF-BF17-3;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
228;STMI-MAGDIF-BF18-2;STMI-MAGDIF-BF18-2;STMI-MAGDIF-BF18-2;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
229;STMI-MAGDIF-BF18-3;STMI-MAGDIF-BF18-3;STMI-MAGDIF-BF18-3;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
230;STMI-MAGDIF-DET-LAZO;STMI-MAGDIF-DET-LAZO;STMI-MAGDIF-DET-LAZO;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
231;STMI-MAGDIF-BF20;STMI-MAGDIF-BF20;STMI-MAGDIF-BF20;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
232;STMI-MAGDIF-BF21;STMI-MAGDIF-BF21;STMI-MAGDIF-BF21;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
235;STMI-MAG-CGBT;STMI-MAG-CGBT;STMI-MAG-CGBT;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
236;STMI-INT-CGBT-CSA-RED;STMI-INT-CGBT-CSA-RED;STMI-INT-CGBT-CSA-RED;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
237;STMI-INT-CS-EDIF-BT;STMI-INT-CS-EDIF-BT;STMI-INT-CS-EDIF-BT;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
238;STMI-MAG-SERV-AUX-GE;STMI-MAG-SERV-AUX-GE;STMI-MAG-SERV-AUX-GE;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
239;STMI-CONT-COM-RED;STMI-CONT-COM-RED;STMI-CONT-COM-RED;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
240;STMI-INT-CGBT-COMM-GRUPO;STMI-INT-CGBT-COMM-GRUPO;STMI-INT-CGBT-COMM-GRUPO;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
241;STMI-INT-CGBT-CSSAI;STMI-INT-CGBT-CSSAI;STMI-INT-CGBT-CSSAI;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
242;STMI-INT-CGBT-BAT-COND;STMI-INT-CGBT-BAT-COND;STMI-INT-CGBT-BAT-COND;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
243;STMI-INT-CGBT-INSTAL-FV;STMI-INT-CGBT-INSTAL-FV;STMI-INT-CGBT-INSTAL-FV;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
244;STMI-MAG-CS-SAI;STMI-MAG-CS-SAI;STMI-MAG-CS-SAI;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
245;STMI-MAGDIF-CSASAI;STMI-MAGDIF-CSASAI;STMI-MAGDIF-CSASAI;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
246;STMI-MAGDIF-CSB-ITS1;STMI-MAGDIF-CSB-ITS1;STMI-MAGDIF-CSB-ITS1;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
247;STMI-MAGDIF-C.CASETA-ITS;STMI-MAGDIF-C.CASETA-ITS;STMI-MAGDIF-C.CASETA-ITS;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
248;STMI-MAG-EDIF-ITS;STMI-MAG-EDIF-ITS;STMI-MAG-EDIF-ITS;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
249;STMI-MAG-A1-ALUM;STMI-MAG-A1-ALUM;STMI-MAG-A1-ALUM;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
250;STMI-MAG-E1-EMER;STMI-MAG-E1-EMER;STMI-MAG-E1-EMER;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
251;STMI-MAG-F1-FUERZA;STMI-MAG-F1-FUERZA;STMI-MAG-F1-FUERZA;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
252;STMI-MAG-F2-CLIMA;STMI-MAG-F2-CLIMA;STMI-MAG-F2-CLIMA;AP7 - AUSOL I;STMI-TUNEL;195+719;CA
253;RV-MAGDIF-METEO;RV-MAGDIF-METEO;RV-MAGDIF-METEO;AP7 - AUSOL I;RV-TUNEL;177+317;CA
254;RV-MAGDIF-ARM-EXT-CGBT;RV-MAGDIF-ARM-EXT-CGBT;RV-MAGDIF-ARM-EXT-CGBT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
255;MM-MAG-ITS2;I.Autom.IV 40A Curvas B;MM-MAG-ITS2;AP7 - AUSOL I;MM-TUNEL;166+727;MA
256;MM-INT-ITS2;I.Autom.IV 40A Curvas B;MM-INT-ITS2;AP7 - AUSOL I;MM-TUNEL;166+727;MA
257;MM-MAGDIF-BF24;I.Autom.IV 40A Curvas B;MM-MAGDIF-BF24;AP7 - AUSOL I;MM-TUNEL;166+727;MA
258;MM-MAGDIF-BF26;I.Autom.IV 40A Curvas B;MM-MAGDIF-BF26;AP7 - AUSOL I;MM-TUNEL;166+727;MA
259;MM-MAGDIF-BF30;I.Autom.IV 40A Curvas B;MM-MAGDIF-BF30;AP7 - AUSOL I;MM-TUNEL;166+727;MA
260;MM-MAGDIF-BF31;I.Autom.IV 40A Curvas B;MM-MAGDIF-BF31;AP7 - AUSOL I;MM-TUNEL;166+727;MA
261;MM-MAGDIF-BF32;I.Autom.IV 40A Curvas B;MM-MAGDIF-BF32;AP7 - AUSOL I;MM-TUNEL;166+727;MA
262;MM-MAGDIF-BF33;I.Autom.IV 40A Curvas B;MM-MAGDIF-BF33;AP7 - AUSOL I;MM-TUNEL;166+727;MA
264;MM-MAGDIF-GA1-LUM;MM-MAGDIF-GA1-LUM;MM-MAGDIF-GA1-LUM;AP7 - AUSOL I;MM-TUNEL;166+727;MA
265;MM-MAGDIF-GA2-LUM;MM-MAGDIF-GA2-LUM;MM-MAGDIF-GA2-LUM;AP7 - AUSOL I;MM-TUNEL;166+727;MA
266;MM-MAGDIF-GE1-LUM;MM-MAGDIF-GE1-LUM;MM-MAGDIF-GE1-LUM;AP7 - AUSOL I;MM-TUNEL;166+727;MA
267;MM-MAGDIF-GF5-GAL;MM-MAGDIF-GF5-GAL;MM-MAGDIF-GF5-GAL;AP7 - AUSOL I;MM-TUNEL;166+727;MA
268;MM-MAGDIF-GF6-GAL;MM-MAGDIF-GF6-GAL;MM-MAGDIF-GF6-GAL;AP7 - AUSOL I;MM-TUNEL;166+727;MA
269;MM-MAGDIF-GF9-COMM;MM-MAGDIF-GF9-COMM;MM-MAGDIF-GF9-COMM;AP7 - AUSOL I;MM-TUNEL;166+727;MA
270;MM-MAGDIF-PRES-GAL;MM-MAGDIF-PRES-GAL;MM-MAGDIF-PRES-GAL;AP7 - AUSOL I;MM-TUNEL;166+727;MA
271;LQ-MAG-CSA-SAI;LQ-MAG-CSA-SAI;LQ-MAG-CSA-SAI;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
272;LQ-INT-CSA-SAI;LQ-INT-CSA-SAI;LQ-INT-CSA-SAI;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
273;LQ-MAGDIF-AA1-SC;LQ-MAGDIF-AA1-SC;LQ-MAGDIF-AA1-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
274;LQ-MAGDIF-AA15-SC;LQ-MAGDIF-AA15-SC;LQ-MAGDIF-AA15-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
275;LQ-MAGDIF-AA2-SC;LQ-MAGDIF-AA2-SC;LQ-MAGDIF-AA2-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
276;LQ-MAGDIF-AA16-SC;LQ-MAGDIF-AA16-SC;LQ-MAGDIF-AA16-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
277;LQ-MAGDIF-AA11-SM;LQ-MAGDIF-AA11-SM;LQ-MAGDIF-AA11-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
278;LQ-MAGDIF-AA21-SM;LQ-MAGDIF-AA21-SM;LQ-MAGDIF-AA21-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
279;LQ-MAGDIF-AA10-SM;LQ-MAGDIF-AA10-SM;LQ-MAGDIF-AA10-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
280;LQ-MAGDIF-AA20-SM;LQ-MAGDIF-AA20-SM;LQ-MAGDIF-AA20-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
281;LQ-MAGDIF-AE14-SM;LQ-MAGDIF-AE14-SM;LQ-MAGDIF-AE14-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
282;LQ-MAGDIF-AE9-SC;LQ-MAGDIF-AE9-SC;LQ-MAGDIF-AE9-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
285;LQ-MAGDIF-A29-SC;LQ-MAGDIF-A29-SC;LQ-MAGDIF-A29-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
286;LQ-MAGDIF-A30-SC;LQ-MAGDIF-A30-SC;LQ-MAGDIF-A30-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
287;LQ-MAGDIF-A31-SM;LQ-MAGDIF-A31-SM;LQ-MAGDIF-A31-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
288;LQ-MAGDIF-A32-SM;LQ-MAGDIF-A32-SM;LQ-MAGDIF-A32-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
289;LQ-MAG-CSA-RED;LQ-MAG-CSA-RED;LQ-MAG-CSA-RED;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
290;LQ-INT-CSA-RED;LQ-INT-CSA-RED;LQ-INT-CSA-RED;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
291;LQ-MAGDIF-A3-SC;LQ-MAGDIF-A3-SC;LQ-MAGDIF-A3-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
292;LQ-MAGDIF-A5-SC;LQ-MAGDIF-A5-SC;LQ-MAGDIF-A5-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
293;LQ-MAGDIF-A4-SC;LQ-MAGDIF-A4-SC;LQ-MAGDIF-A4-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
294;LQ-MAGDIF-A6-SC;LQ-MAGDIF-A6-SC;LQ-MAGDIF-A6-SC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
295;LQ-MAGDIF-A13-SM;LQ-MAGDIF-A13-SM;LQ-MAGDIF-A13-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
296;LQ-MAGDIF-A23-SM;LQ-MAGDIF-A23-SM;LQ-MAGDIF-A23-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
297;LQ-MAGDIF-A12-SM;LQ-MAGDIF-A12-SM;LQ-MAGDIF-A12-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
298;LQ-MAGDIF-A22-SM;LQ-MAGDIF-A22-SM;LQ-MAGDIF-A22-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
299;LQ-MAGDIF-A33-SM;LQ-MAGDIF-A33-SM;LQ-MAGDIF-A33-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
300;LQ-MAGDIF-A34-SM;LQ-MAGDIF-A34-SM;LQ-MAGDIF-A34-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
301;LQ-MAGDIF-A35-SM;LQ-MAGDIF-A35-SM;LQ-MAGDIF-A35-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
302;LQ-MAGDIF-A36-SM;LQ-MAGDIF-A36-SM;LQ-MAGDIF-A36-SM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
303;LQ-MAG-CGBT;LQ-MAG-CGBT;LQ-MAG-CGBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
304;LQ-INT-CGBT-CSA-RED;LQ-INT-CGBT-CSA-RED;LQ-INT-CGBT-CSA-RED;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
305;LQ-MAG-CGBT-SERV-AUX-GE;LQ-MAG-CGBT-SERV-AUX-GE;LQ-MAG-CGBT-SERV-AUX-GE;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
306;LQ-INT-CGBT-COM-RED;LQ-INT-CGBT-COM-RED;LQ-INT-CGBT-COM-RED;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
307;LQ-INT-CGBT-COM-GRUPO;LQ-INT-CGBT-COM-GRUPO;LQ-INT-CGBT-COM-GRUPO;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
308;LQ-INT-CGBT-BAT-COND;LQ-INT-CGBT-BAT-COND;LQ-INT-CGBT-BAT-COND;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
309;LQ-INT-CGBT-CSV-TSM;LQ-INT-CGBT-CSV-TSM;LQ-INT-CGBT-CSV-TSM;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
310;LQ-MAG-GEN-CSSAI;LQ-MAG-GEN-CSSAI;LQ-MAG-GEN-CSSAI;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
311;LQ-INT-CS-EDIF-PCI;LQ-INT-CS-EDIF-PCI;LQ-INT-CS-EDIF-PCI;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
312;LQ-INT-CGBT-CSV-TSC;LQ-INT-CGBT-CSV-TSC;LQ-INT-CGBT-CSV-TSC;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
313;LQ-MAG-CGBT-CSEDBT;LQ-MAG-CGBT-CSEDBT;LQ-MAG-CGBT-CSEDBT;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
314;LQ-VENT-INT-VF1-CA;LQ-VENT-INT-VF1-CA;LQ-VENT-INT-VF1-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
315;LQ-VENT-INT-VF2-CA;LQ-VENT-INT-VF2-CA;LQ-VENT-INT-VF2-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
316;LQ-VENT-INT-VF3-CA;LQ-VENT-INT-VF3-CA;LQ-VENT-INT-VF3-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
317;LQ-VENT-INT-VF4-CA;LQ-VENT-INT-VF4-CA;LQ-VENT-INT-VF4-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
318;LQ-VENT-INT-VF5-CA;LQ-VENT-INT-VF5-CA;LQ-VENT-INT-VF5-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
319;LQ-VENT-INT-VF6-CA;LQ-VENT-INT-VF6-CA;LQ-VENT-INT-VF6-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
320;LQ-VENT-INT-VF7-CA;LQ-VENT-INT-VF7-CA;LQ-VENT-INT-VF7-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
321;LQ-VENT-INT-VF8-CA;LQ-VENT-INT-VF8-CA;LQ-VENT-INT-VF8-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
322;LQ-VENT-INT-VF9-CA;LQ-VENT-INT-VF9-CA;LQ-VENT-INT-VF9-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
323;LQ-VENT-INT-VF10-CA;LQ-VENT-INT-VF10-CA;LQ-VENT-INT-VF10-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
324;LQ-VENT-INT-VF11-CA;LQ-VENT-INT-VF11-CA;LQ-VENT-INT-VF11-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
325;LQ-VENT-INT-VF12-CA;LQ-VENT-INT-VF12-CA;LQ-VENT-INT-VF12-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
326;LQ-VENT-INT-VF13-CA;LQ-VENT-INT-VF13-CA;LQ-VENT-INT-VF13-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
327;LQ-VENT-INT-VF14-CA;LQ-VENT-INT-VF14-CA;LQ-VENT-INT-VF14-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
328;LQ-VENT-INT-VF15-CA;LQ-VENT-INT-VF15-CA;LQ-VENT-INT-VF15-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
329;LQ-VENT-INT-VF16-CA;LQ-VENT-INT-VF16-CA;LQ-VENT-INT-VF16-CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
330;LQ-MAG-CSV-2;LQ-MAG-CSV-2;LQ-MAG-CSV-2;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
331;LQ-INT-CSV-2;LQ-INT-CSV-2;LQ-INT-CSV-2;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
332;LQ-MAGDIF-RCAL-CV2;LQ-MAGDIF-RCAL-CV2;LQ-MAGDIF-RCAL-CV2;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
333;LQ-VENT-INT-VF1-MA;LQ-VENT-INT-VF1-MA;LQ-VENT-INT-VF1-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
334;LQ-VENT-INT-VF3-MA;LQ-VENT-INT-VF3-MA;LQ-VENT-INT-VF3-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
335;LQ-VENT-INT-VF4-MA;LQ-VENT-INT-VF4-MA;LQ-VENT-INT-VF4-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
336;LQ-VENT-INT-VF5-MA;LQ-VENT-INT-VF5-MA;LQ-VENT-INT-VF5-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
337;LQ-VENT-INT-VF6-MA;LQ-VENT-INT-VF6-MA;LQ-VENT-INT-VF6-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
338;LQ-VENT-INT-VF7-MA;LQ-VENT-INT-VF7-MA;LQ-VENT-INT-VF7-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
339;LQ-VENT-INT-VF8-MA;LQ-VENT-INT-VF8-MA;LQ-VENT-INT-VF8-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
340;LQ-VENT-INT-VF9-MA;LQ-VENT-INT-VF9-MA;LQ-VENT-INT-VF9-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
341;LQ-VENT-INT-VF10-MA;LQ-VENT-INT-VF10-MA;LQ-VENT-INT-VF10-MA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
